#"time"	"OHVietnam,Epidemic Dynamic:SEIR Dynamic.E"	"OHVietnam,Epidemic Dynamic:SEIR Dynamic.I"	"OHVietnam,Epidemic Dynamic:SEIR Dynamic.R"	"OHVietnam,Epidemic Dynamic:SEIR Dynamic.S"	
4.8	0.00169291973790201	0.00155528377951291	0.00155645679422563	0.996892164573395
4.9	0.00172823744661959	0.00156898947304879	0.00158622495447582	0.99684901900285
5	0.00176355713686056	0.00158278234059959	0.00161588462399914	0.996805904826679
5.1	0.00179887880862489	0.00159666238216531	0.00164543580279561	0.996762822044883
5.2	0.00183420246191261	0.00161062959774595	0.0016748784908652	0.99671977065746
5.3	0.0018695280967237	0.00162468398734152	0.00170421268820794	0.996676750664412
5.4	0.00190485571305817	0.00163882555095201	0.00173343839482381	0.996633762065739
5.5	0.00194018531091601	0.00165305428857743	0.00176255561071281	0.996590804861439
5.6	0.00197551689029723	0.00166737020021777	0.00179156433587495	0.996547879051514
5.7	0.00201085045120182	0.00168177328587303	0.00182046457031023	0.996504984635963
5.8	0.0020461859936298	0.00169626354554321	0.00184925631401864	0.996462121614787
5.9	0.00208152351758114	0.00171084097922832	0.00187793956700019	0.996419289987985
5.99999999999999	0.00211686302305587	0.00172550558692835	0.00190651432925487	0.996376489755557
6.09999999999999	0.00215220451005397	0.0017402573686433	0.00193498060078269	0.996333720917503
6.19999999999999	0.00218754797857545	0.00175509632437318	0.00196333838158365	0.996290983473824
6.29999999999999	0.0022228934286203	0.00177002245411797	0.00199158767165774	0.996248277424519
6.39999999999999	0.00225824086018853	0.0017850357578777	0.00201972847100496	0.996205602769588
6.49999999999999	0.00229359027328013	0.00180013623565234	0.00204776077962533	0.996162959509032
6.59999999999999	0.00232894166789511	0.00181532388744191	0.00207568459751882	0.99612034764285
6.69999999999999	0.00236429504403347	0.0018305987132464	0.00210349992468546	0.996077767171042
6.79999999999999	0.0023996504016952	0.00184596071306582	0.00213120676112523	0.996035218093609
6.89999999999999	0.00243500774088031	0.00186140988690015	0.00215880510683813	0.995992700410549
6.99999999999999	0.0024703670615888	0.00187694623474941	0.00218629496182417	0.995950214121864
7.09999999999999	0.00250572836382066	0.0018925697566136	0.00221367632608335	0.995907759227554
7.19999999999999	0.0025410916475759	0.0019082804524927	0.00224094919961566	0.995865335727617
7.29999999999999	0.00257645691285451	0.00192407832238673	0.00226811358242111	0.995822943622056
7.39999999999999	0.0026118241596565	0.00193996336629568	0.00229516947449969	0.995780582910868
7.49999999999999	0.00264719338798187	0.00195593558421956	0.00232211687585141	0.995738253594054
7.59999999999999	0.00268256459783061	0.00197199497615836	0.00234895578647626	0.995695955671615
7.69999999999999	0.00271793778920273	0.00198814154211208	0.00237568620637425	0.995653689143551
7.79999999999999	0.00275333115205575	0.00200503289599295	0.00240232382884206	0.995610531036568
7.89999999999999	0.00278877702809929	0.00202383766984962	0.00242889655653113	0.995564840910149
7.99999999999999	0.00282422661683012	0.00204279125146724	0.00245536228704652	0.995519095289732
8.09999999999999	0.00285967991824822	0.0020618936408458	0.0024817210203882	0.995473294175318
8.19999999999999	0.0028951369323536	0.00208114483798531	0.0025079727565562	0.995427437566905
8.29999999999999	0.00293059765914626	0.00210054484288577	0.0025341174955505	0.995381525464494
8.39999999999999	0.0029660620986262	0.00212009365554717	0.00256015523737111	0.995335557868085
8.49999999999999	0.00300153025079342	0.00213979127596952	0.00258608598201802	0.995289534777678
8.59999999999999	0.00303700211564792	0.00215963770415281	0.00261190972949124	0.995243456193273
8.69999999999999	0.0030724776931897	0.00217963294009705	0.00263762647979077	0.99519732211487
8.79999999999998	0.00310795698341875	0.00219977698380224	0.0026632362329166	0.995151132542469
8.89999999999998	0.00314343998633509	0.00222006983526838	0.00268873898886874	0.99510488747607
8.99999999999998	0.0031789267019387	0.00224051149449546	0.00271413474764719	0.995058586915673
9.09999999999998	0.00321441713022959	0.00226110196148349	0.00273942350925194	0.995012230861278
9.19999999999998	0.00324991127120777	0.00228184123623246	0.002764605273683	0.994965819312884
9.29999999999998	0.00328540912487322	0.00230272931874238	0.00278968004094037	0.994919352270493
9.39999999999998	0.00332091069122595	0.00232376620901325	0.00281464781102405	0.994872829734104
9.49999999999998	0.00335641597026595	0.00234495190704506	0.00283950858393403	0.994826251703716
9.59999999999998	0.00339192496199324	0.00236628641283782	0.00286426235967032	0.994779618179331
9.69999999999998	0.00342743766640781	0.00238776972639152	0.00288890913823291	0.994732929160948
9.79999999999998	0.00346295408350966	0.00240940184770618	0.00291344891962181	0.994686184648566
9.89999999999998	0.00349847421329878	0.00243118277678177	0.00293788170383702	0.994639384642186
9.99999999999998	0.00353399805577518	0.00245311251361832	0.00296220749087853	0.994592529141809
10.1	0.00356952561093887	0.00247519105821581	0.00298642628074636	0.994545618147433
10.2	0.00360505687878983	0.00249741841057425	0.00301053807344048	0.994498651659059
10.3	0.00364059185932807	0.00251979457069363	0.00303454286896092	0.994451629676688
10.4	0.00367613055255359	0.00254231953857396	0.00305844066730766	0.994404552200318
10.5	0.00371167295846639	0.00256499331421524	0.00308223146848071	0.99435741922995
10.6	0.00374721907706647	0.00258781589761746	0.00310591527248006	0.994310230765584
10.7	0.00378276890835383	0.00261078728878064	0.00312949207930572	0.99426298680722
10.8	0.00381832245232846	0.00263390748770475	0.00315296188895769	0.994215687354858
10.9	0.00385387970899038	0.00265717649438981	0.00317632470143597	0.994168332408498
11	0.00388944067833957	0.00268059430883582	0.00319958051674055	0.99412092196814
11.1	0.00392500536037604	0.00270416093104278	0.00322272933487144	0.994073456033784
11.2	0.0039605737550998	0.00272787636101068	0.00324577115582863	0.994025934605429
11.3	0.00399614586251083	0.00275174059873953	0.00326870597961213	0.993978357683077
11.4	0.00403172168260914	0.00277575364422932	0.00329153380622194	0.993930725266727
11.5	0.00406730121539473	0.00279991549748006	0.00331425463565806	0.993883037356379
11.6	0.0041028844608676	0.00282422615849175	0.00333686846792048	0.993835293952032
11.7	0.00413847141902774	0.00284868562726439	0.00335937530300921	0.993787495053688
11.8	0.00417406208987517	0.00287329390379797	0.00338177514092424	0.993739640661345
11.9	0.00420965647340988	0.00289805098809249	0.00340406798166558	0.993691730775005
12	0.00424525456963186	0.00292295688014797	0.00342625382523323	0.993643765394666
12.1	0.00428085637854112	0.00294801157996439	0.00344833267162719	0.99359574452033
12.2	0.00431646190013767	0.00297321508754175	0.00347030452084745	0.993547668151995
12.3	0.00435207113442149	0.00299856740288007	0.00349216937289402	0.993499536289662
12.4	0.00438768408139259	0.00302406852597932	0.00351392722776689	0.993451348933331
12.5	0.00442330074105097	0.00304971845683953	0.00353557808546608	0.993403106083003
12.6	0.00445892111339663	0.00307551719546068	0.00355712194599156	0.993354807738676
12.7	0.00449454519842956	0.00310146474184278	0.00357855880934336	0.993306453900351
12.8	0.00453017299614978	0.00312756109598582	0.00359988867552146	0.993258044568028
12.9	0.00456580450655727	0.00315380625788982	0.00362111154452587	0.993209579741707
13	0.00460143972965205	0.00318020022755475	0.00364222741635659	0.993161059421388
13.1	0.0046370786654341	0.00320674300498064	0.00366323629101361	0.993112483607071
13.2	0.00467272131390344	0.00323343459016747	0.00368413816849694	0.993063852298756
13.3	0.00470836767506005	0.00326027498311524	0.00370493304880657	0.993015165496442
13.4	0.00474401774890394	0.00328726418382397	0.00372562093194252	0.992966423200131
13.5	0.00477967153543511	0.00331440219229364	0.00374620181790477	0.992917625409822
13.6	0.00481532903465356	0.00334168900852425	0.00376667570669332	0.992868772125515
13.7	0.00485099024655928	0.00336912463251581	0.00378704259830818	0.992819863347209
13.8	0.00488665517115229	0.00339670906426832	0.00380730249274935	0.992770899074906
13.9	0.00492232380843258	0.00342444230378178	0.00382745539001683	0.992721879308604
14	0.00495799615840014	0.00345232435105618	0.00384750129011061	0.992672804048305
14.1	0.00499367222105499	0.00348035520609153	0.0038674401930307	0.992623673294007
14.2	0.00502935199639711	0.00350853486888782	0.0038872720987771	0.992574487045712
14.3	0.00506503548442651	0.00353686333944506	0.0039069970073498	0.992525245303418
14.4	0.00510072268514319	0.00356534061776325	0.00392661491874881	0.992475948067126
14.5	0.00513641359854715	0.00359396670384238	0.00394612583297412	0.992426595336837
14.6	0.00517210822463839	0.00362274159768246	0.00396552975002575	0.992377187112549
14.7	0.00520780656341691	0.00365166529928349	0.00398482666990368	0.992327723394263
14.8	0.0052435086148827	0.00368073780864546	0.00400401659260791	0.992278204181979
14.9	0.00527921437903578	0.00370995912576838	0.00402309951813846	0.992228629475697
15	0.00531492385587614	0.00373932925065225	0.00404207544649531	0.992178999275417
15.1	0.00535063704540377	0.00376884818329706	0.00406094437767846	0.992129313581139
15.2	0.00538635394761868	0.00379851592370282	0.00407970631168792	0.992079572392863
15.3	0.00542207456252087	0.00382833247186952	0.00409836124852369	0.992029775710589
15.4	0.00545779889011035	0.00385829782779718	0.00411690918818577	0.991979923534317
15.5	0.0054935269303871	0.00388841199148577	0.00413535013067415	0.991930015864046
15.6	0.00552925868335112	0.00391867496293532	0.00415368407598884	0.991880052699778
15.7	0.00556499414900243	0.00394908674214581	0.00417191102412984	0.991830034041512
15.8	0.00560073332734102	0.00397964732911724	0.00419003097509714	0.991779959889247
15.9	0.00563647621836689	0.00401035672384963	0.00420804392889075	0.991729830242985
16	0.00567222282208003	0.00404121492634296	0.00422594988551067	0.991679645102725
16.1	0.00570797313848046	0.00407222193659723	0.00424374884495689	0.991629404468466
16.2	0.00574372716756816	0.00410337775461246	0.00426144080722942	0.99157910834021
16.3	0.00577948490934314	0.00413468238038863	0.00427902577232826	0.991528756717955
16.4	0.0058152463638054	0.00416613581392574	0.0042965037402534	0.991478349601702
16.5	0.00585101153095494	0.00419773805522381	0.00431387471100485	0.991427886991452
16.6	0.00588678041079176	0.00422948910428281	0.00433113868458261	0.991377368887203
16.7	0.00592255300331586	0.00426138896110277	0.00434829566098667	0.991326795288956
16.8	0.00595832930852724	0.00429343762568367	0.00436534564021704	0.991276166196711
16.9	0.00599408266884475	0.00432547951524483	0.0043849543803885	0.991225637193249
17	0.0060298307559155	0.00435761640685492	0.00440535471679056	0.991175106501501
17.1	0.00606558204391175	0.00438989757089211	0.00442569923219586	0.991124524851088
17.2	0.00610133653283352	0.00442232300735638	0.00444598792660439	0.991073892242011
17.3	0.00613709422268079	0.00445489271624775	0.00446622080001616	0.991023208674271
17.4	0.00617285511345358	0.0044876066975662	0.00448639785243117	0.990972474147866
17.5	0.00620861920515187	0.00452046495131174	0.00450651908384941	0.990921688662796
17.6	0.00624438649777568	0.00455346747748437	0.00452658449427088	0.990870852219063
17.7	0.00628015699132499	0.00458661427608408	0.0045465940836956	0.990819964816665
17.8	0.00631593068579982	0.00461990534711089	0.00456654785212354	0.990769026455603
17.9	0.00635181645863008	0.00465726336860628	0.00458653973302368	0.99071252612827
18	0.00638785561198989	0.00470017497447809	0.00460660535964427	0.990648374674923
18.1	0.00642390235029284	0.00474338681400949	0.00462661894755781	0.990583952346598
18.2	0.00645995667353894	0.00478689888720048	0.00464658049676432	0.990519259143296
18.3	0.00649601858172819	0.00483071119405105	0.00466649000726378	0.990454295065016
18.4	0.00653208807486058	0.00487482373456122	0.0046863474790562	0.990389060111759
18.5	0.00656816515293611	0.00491923650873097	0.00470615291214159	0.990323554283525
18.6	0.00660424981595479	0.00496394951656031	0.00472590630651993	0.990257777580313
18.7	0.00664034206391662	0.00500896275804923	0.00474560766219123	0.990191730002123
18.8	0.00667644189682158	0.00505427623319774	0.00476525697915549	0.990125411548956
18.9	0.0067125493146697	0.00509988994200585	0.00478485425741272	0.990058822220812
19	0.00674866431746095	0.00514580388447354	0.0048043994969629	0.98999196201769
19.1	0.00678478690519535	0.00519201806060081	0.00482389269780604	0.989924830939591
19.2	0.0068209170778729	0.00523853247038768	0.00484333385994214	0.989857428986514
19.3	0.00685705483549359	0.00528534711383413	0.0048627229833712	0.989789756158459
19.4	0.00689320017805743	0.00533246199094017	0.00488206006809322	0.989721812455428
19.5	0.00692935310556441	0.00537987710170579	0.00490134511410819	0.989653597877418
19.6	0.00696551361801453	0.00542759244613101	0.00492057812141613	0.989585112424431
19.7	0.0070016817154078	0.00547560802421581	0.00493975909001703	0.989516356096467
19.8	0.00703785739774421	0.0055239238359602	0.00495888801991089	0.989447328893525
19.9	0.00707404066502377	0.00557253988136418	0.0049779649110977	0.989378030815606
20	0.00711023151724647	0.00562145616042775	0.00499698976357748	0.98930846186271
20.1	0.00714642995441232	0.0056706726731509	0.00501596257735021	0.989238622034835
20.2	0.00718263597652131	0.00572018941953364	0.00503488335241591	0.989168511331984
20.3	0.00721884958357345	0.00577000639957597	0.00505375208877456	0.989098129754155
20.4	0.00725506946271978	0.00582011516759274	0.00507256878642618	0.989027617031928
20.5	0.00729126273471819	0.0058703026985472	0.00509133344537075	0.988960474114552
20.6	0.00732746265222092	0.00592078150942936	0.00511004606560829	0.988893163219814
20.7	0.00736366921522796	0.00597155160023921	0.00512870664713878	0.988825684347713
20.8	0.00739988242373932	0.00602261297097678	0.00514731518996223	0.988758037498249
20.9	0.00743610227775499	0.00607396562164204	0.00516587169407864	0.988690222671423
21	0.00747232877727498	0.006125609552235	0.00518437615948801	0.988622239867233
21.1	0.00750856192229928	0.00617754476275567	0.00520282858619034	0.988554089085682
21.2	0.0075448017128279	0.00622977125320403	0.00522122897418563	0.988485770326767
21.3	0.00758104814886084	0.0062822890235801	0.00523957732347388	0.98841728359049
21.4	0.00761730123039809	0.00633509807388387	0.00525787363405509	0.98834862887685
21.5	0.00765356095743966	0.00638819840411534	0.00527611790592926	0.988279806185847
21.6	0.00768982732998554	0.00644159001427451	0.00529431013909639	0.988210815517482
21.7	0.00772610034803574	0.00649527290436138	0.00531245033355648	0.988141656871754
21.8	0.00776238001159026	0.00654924707437596	0.00533053848930952	0.988072330248663
21.9	0.00779866632064909	0.00660351252431823	0.00534857460635553	0.988002835648209
22	0.00783495927521223	0.00665806925418821	0.0053665586846945	0.987933173070393
22.1	0.00787125887527969	0.00671291726398589	0.00538449072432642	0.987863342515214
22.2	0.00790756512085147	0.00676805655371127	0.00540237072525131	0.987793343982672
22.3	0.00794387801192757	0.00682348712336435	0.00542019868746915	0.987723177472768
22.4	0.00798019754850797	0.00687920897294513	0.00543797461097996	0.987652842985501
22.5	0.0080165237305927	0.00693522210245362	0.00545569849578372	0.987582340520871
22.6000000000001	0.00805285655818174	0.0069915265118898	0.00547337034188045	0.987511670078878
22.7000000000001	0.0080891960312751	0.00704812220125369	0.00549099014927013	0.987440831659523
22.8000000000001	0.00812554214987277	0.00710500917054528	0.00550855791795277	0.987369825262805
22.9000000000001	0.00816189491397476	0.00716218741976457	0.00552607364792837	0.987298650888725
23.0000000000001	0.00819825432358106	0.00721965694891156	0.00554353733919694	0.987227308537281
23.1000000000001	0.00823462037869168	0.00727741775798625	0.00556094899175846	0.987155798208475
23.2000000000001	0.00827099307930662	0.00733546984698864	0.00557830860561294	0.987084119902306
23.3000000000001	0.00830737242542587	0.00739381321591874	0.00559561618076038	0.987012273618775
23.4000000000001	0.00834375841704943	0.00745244786477654	0.00561287171720078	0.986940259357881
23.5000000000001	0.00838015105417732	0.00751137379356203	0.00563007521493414	0.986868077119624
23.6000000000001	0.00841665777805945	0.00757436382979945	0.00564731936837216	0.986790386698245
23.7000000000001	0.00845332475153086	0.0076430350255337	0.00566464400427448	0.986704897607402
23.8000000000001	0.00849000494814922	0.00771222288451802	0.00568192227629871	0.986618919199674
23.9000000000001	0.00852669836791453	0.00778192740675242	0.00569915418444484	0.986532451475064
24.0000000000001	0.0085634050108268	0.00785214859223689	0.00571633972871287	0.986445494433569
24.1000000000001	0.00860012487688602	0.00792288644097145	0.0057334789091028	0.986358048075192
24.2000000000001	0.00863685796609219	0.00799414095295608	0.00575057172561462	0.98627011239993
24.3000000000001	0.00867360427844531	0.00806591212819078	0.00576761817824835	0.986181687407785
24.4000000000001	0.00871036381394539	0.00813819996667557	0.00578461826700398	0.986092773098757
24.5000000000001	0.00874713657259241	0.00821100446841043	0.00580157199188151	0.986003369472845
24.6000000000001	0.00878392255438639	0.00828432563339537	0.00581847935288095	0.985913476530049
24.7000000000001	0.00882072175932732	0.00835816346163039	0.00583534035000228	0.98582309427037
24.8000000000001	0.0088575341874152	0.00843251795311548	0.00585215498324551	0.985732222693807
24.9000000000001	0.00889435983865003	0.00850738910785066	0.00586892325261064	0.985640861800361
25.0000000000001	0.00893119871303182	0.00858277692583591	0.00588564515809767	0.985549011590031
25.1000000000001	0.00896805081056055	0.00865868140707124	0.0059023206997066	0.985456672062818
25.2000000000001	0.00900491613123624	0.00873510255155664	0.00591894987743744	0.985363843218721
25.3000000000001	0.00904179467505888	0.00881204035929212	0.00593553269129017	0.985270525057741
25.4000000000001	0.00907868644202848	0.00888949483027768	0.0059520691412648	0.985176717579877
25.5000000000001	0.00911559143214502	0.00896746596451332	0.00596855922736134	0.98508242078513
25.6000000000001	0.00915250964540851	0.00904595376199903	0.00598500294957977	0.984987634673499
25.7000000000001	0.00918944108181896	0.00912495822273482	0.00600140030792011	0.984892359244984
25.8000000000001	0.00922638574137636	0.0092044793467207	0.00601775130238234	0.984796594499586
25.9000000000001	0.00926334362408071	0.00928451713395664	0.00603405593296648	0.984700340437304
26.0000000000001	0.00930031472993201	0.00936507158444267	0.00605031419967251	0.984603597058139
26.1000000000001	0.00933729905893026	0.00944614269817877	0.00606652610250045	0.98450636436209
26.2000000000001	0.00937429661107547	0.00952773047516495	0.00608269164145029	0.984408642349158
26.3000000000001	0.00941130738636763	0.0096098349154012	0.00609881081652202	0.984310431019342
26.4000000000001	0.00944833138480674	0.00969245601888754	0.00611488362771566	0.984211730372643
26.5000000000001	0.0094853686063928	0.00977559378562395	0.0061309100750312	0.98411254040906
26.6000000000001	0.00952241905112581	0.00985924821561044	0.00614689015846864	0.984012861128594
26.7000000000001	0.00955948271900577	0.009943419308847	0.00616282387802797	0.983912692531244
26.8000000000001	0.00959655961003269	0.0100281070653336	0.00617871123370921	0.98381203461701
26.9000000000001	0.00963364972420656	0.0101133114850704	0.00619455222551235	0.983710887385893
27.0000000000001	0.00967075306152738	0.0101990325680572	0.00621034685343739	0.983609250837893
27.1000000000001	0.00970786962199515	0.010285270314294	0.00622609511748433	0.983507124973009
27.2000000000001	0.00974499940560987	0.010372024723781	0.00624179701765317	0.983404509791241
27.3000000000001	0.00978214241237155	0.010459295796518	0.00625745255394391	0.983301405292589
27.4000000000001	0.00981929864228017	0.0105470835325051	0.00627306172635656	0.983197811477055
27.5000000000001	0.00985646809533575	0.0106353879317423	0.0062886245348911	0.983093728344636
27.6000000000001	0.00989365077153828	0.0107242089942296	0.00630414097954754	0.982989155895335
27.7000000000001	0.00993084667088777	0.0108135467199669	0.00631961106032588	0.982884094129149
27.8000000000001	0.0099680443264791	0.0109032011473902	0.00633503477722613	0.982779889698154
27.9000000000001	0.0100052306646336	0.010992940685069	0.00635041213024827	0.982678081561651
28.0000000000001	0.010042429005884	0.0110831701636285	0.00636574311939231	0.98257593283573
28.1000000000001	0.0100796393502305	0.0111738895830685	0.00638102774465825	0.982473443520391
28.2000000000001	0.010116861697673	0.0112650989433891	0.0063962660060461	0.982370613615634
28.3000000000001	0.0101541110096317	0.0113573188563142	0.00641147081144783	0.982266704249016
28.4000000000001	0.0101916170176928	0.0114585402399573	0.00642684036066334	0.98215037312399
28.5000000000001	0.0102291433609169	0.0115605357528391	0.00644217073445061	0.982033295671034
28.6000000000001	0.0102666900393038	0.0116633053949598	0.00645746193280966	0.98191547189015
28.7000000000001	0.0103042570528537	0.0117668491663194	0.00647271395574047	0.981796901781338
28.8000000000001	0.0103418444015664	0.0118711670669178	0.00648792680324306	0.981677585344597
28.9000000000001	0.010379452085442	0.0119762590967551	0.00650310047531742	0.981557522579927
29.0000000000001	0.0104170801044805	0.0120821252558312	0.00651823497196356	0.981436713487329
29.1000000000001	0.0104547284586819	0.0121887655441461	0.00653333029318146	0.981315158066802
29.2000000000001	0.0104923971480462	0.0122961799616999	0.00654838643897114	0.981192856318347
29.3000000000001	0.0105300861725733	0.0124043685084926	0.00656340340933259	0.981069808241963
29.4000000000001	0.0105677955322634	0.0125133311845241	0.00657838120426581	0.98094601383765
29.5000000000001	0.0106055252271163	0.0126230679897944	0.0065933198237708	0.980821473105408
29.6000000000002	0.0106432752571321	0.0127335789243036	0.00660821926784756	0.980696186045239
29.7000000000002	0.0106810456223109	0.0128448639880517	0.0066230795364961	0.98057015265714
29.8000000000002	0.0107188363226525	0.0129569231810386	0.00663790062971641	0.980443372941113
29.9000000000002	0.0107566473581569	0.0130697565032643	0.00665268254750848	0.980315846897157
30.0000000000002	0.0107944787288243	0.0131833639547289	0.00666742528987234	0.980187574525273
30.1000000000002	0.0108323304346546	0.0132977455354324	0.00668212885680796	0.98005855582546
30.2000000000002	0.0108702024756477	0.0134129012453746	0.00669679324831535	0.979928790797719
30.3000000000002	0.0109080948518038	0.0135288310845558	0.00671141846439452	0.979798279442049
30.4000000000002	0.0109460075631227	0.0136455350529758	0.00672600450504546	0.97966702175845
30.5000000000002	0.0109839406096045	0.0137630131506346	0.00674055137026817	0.979535017746922
30.6000000000002	0.0110218939912492	0.0138812653775323	0.00675505906006265	0.979402267407466
30.7000000000002	0.0110598677080568	0.0140002917336688	0.0067695275744289	0.979268770740082
30.8000000000002	0.0110978617600272	0.0141200922190442	0.00678395691336693	0.979134527744769
30.9000000000002	0.0111358761471606	0.0142406668336584	0.00679834707687672	0.978999538421527
31.0000000000002	0.0111739108694568	0.0143620155775115	0.00681269806495829	0.978863802770357
31.1000000000002	0.011211965926916	0.0144841384506034	0.00682700987761163	0.978727320791258
31.2000000000002	0.011250041319538	0.0146070354529342	0.00684128251483674	0.97859009248423
31.3000000000002	0.0112881370473229	0.0147307065845038	0.00685551597663363	0.978452117849274
31.4000000000002	0.0113262531102707	0.0148551518453123	0.00686971026300228	0.978313396886389
31.5000000000002	0.0113643895083814	0.0149803712353596	0.00688386537394271	0.978173929595576
31.6000000000002	0.011402546241655	0.0151063647546458	0.00689798130945491	0.978033715976834
31.7000000000002	0.0114407233100914	0.0152331324031708	0.00691205806953888	0.977892756030164
31.8000000000002	0.0114789207136908	0.0153606741809347	0.00692609565419463	0.977751049755564
31.9000000000002	0.011517138452453	0.0154889900879374	0.00694009406342214	0.977608597153037
32.0000000000002	0.0115553765263781	0.015618080124179	0.00695405329722143	0.97746539822258
32.1000000000002	0.0115936349354661	0.0157479442896594	0.00696797335559248	0.977321452964195
32.2000000000002	0.011631913679717	0.0158785825843786	0.00698185423853531	0.977176761377882
32.3000000000002	0.0116702127591308	0.0160099950083367	0.00699569594604992	0.97703132346364
32.4000000000002	0.0117086061263428	0.0161447997016666	0.00700958811158791	0.976883999529518
32.5000000000002	0.0117471730340105	0.016285611811845	0.00702357927554033	0.976729054660989
32.6000000000002	0.0117857688745165	0.0164274819497015	0.00703753989836541	0.976573074594349
32.7000000000002	0.0118243936478607	0.0165704101152362	0.00705146998006317	0.976416059329597
32.8000000000002	0.0118630473540431	0.016714396308449	0.0070653695206336	0.976258008866733
32.9000000000002	0.0119017299930637	0.0168594405293399	0.00707923852007669	0.976098923205756
33.0000000000002	0.0119404415649225	0.0170055427779089	0.00709307697839246	0.975938802346668
33.1000000000002	0.0119791820696196	0.0171527030541561	0.00710688489558089	0.975777646289469
33.2000000000002	0.0120179515071549	0.0173009213580814	0.007120662271642	0.975615455034157
33.3000000000002	0.0120567498775284	0.0174501976896848	0.00713440910657578	0.975452228580733
33.4000000000002	0.0120955771807401	0.0176005320489664	0.00714812540038223	0.975287966929197
33.5000000000002	0.01213443341679	0.0177519244359261	0.00716181115306135	0.97512267007955
33.6000000000002	0.0121733185856782	0.017904374850564	0.00717546636461314	0.97495633803179
33.7000000000002	0.0122122326874046	0.0180578832928799	0.0071890910350376	0.974788970785919
